1.101e-005,-0.0013449,-0.26899
1.0567e-005,-0.0013449,-0.27033
1.2768e-005,-0.0013449,-0.2784
1.4969e-005,-0.0013449,-0.2784
7.0511e-006,-0.0013449,-0.27974
1.0567e-005,-0.0013449,-0.27974
-7.3956e-007,0,-0.27302
7.0511e-006,0,-0.27167
2.1826e-006,0,-0.27302
1.4969e-005,-0.0013449,-0.2125
1.8928e-005,-0.0013449,-0.21115
4.9773e-006,0.0013449,-0.21788
1.2629e-005,0.0013449,-0.22864
4.9773e-006,0,-0.22057
6.0142e-006,0,-0.22057
1.101e-005,-0.0013449,-0.22326
4.9773e-006,-0.0013449,-0.2125
9.3911e-006,0,-0.21653
1.0567e-005,0,-0.21788
1.4969e-005,0,-0.21653
4.9773e-006,-0.0013449,-0.21384
-7.3956e-007,0,-0.21653
1.4969e-005,0,-0.22326
1.0567e-005,0,-0.2246
1.4969e-005,-0.0013449,-0.22326
7.7719e-006,-0.0026899,-0.28916
1.2768e-005,0,-0.2784
1.4969e-005,0,-0.27705
2.1826e-006,-0.0013449,-0.2784
1.4969e-005,0.0013449,-0.33892
1.6156e-005,0.0013449,-0.34161
7.0511e-006,0,-0.33892
7.7719e-006,0,-0.34699
1.101e-005,0,-0.34968
1.101e-005,-0.0013449,-0.34699
4.9773e-006,-0.0013449,-0.34565
7.0511e-006,-0.0013449,-0.34027
1.101e-005,-0.0013449,-0.33758
-6.1205e-007,-0.0013449,-0.33758
1.101e-005,-0.0013449,-0.33758
4.9773e-006,-0.0013449,-0.33354
-6.1205e-007,-0.0013449,-0.33758
-4.8262e-006,-0.0013449,-0.32951
1.101e-005,-0.0013449,-0.32816
1.4969e-005,0.0013449,-0.3322
4.9773e-006,0.0013449,-0.33623
3.092e-006,-0.0013449,-0.32009
6.0142e-006,-0.0013449,-0.32144
1.6156e-005,0,-0.32009
1.101e-005,0,-0.32009
4.9773e-006,0,-0.31875
4.9773e-006,-0.0013449,-0.31875
2.2887e-005,0.0013449,-0.34834
1.3361e-005,-0.0013449,-0.34834
7.7719e-006,-0.0013449,-0.3443
-8.6707e-007,-0.0013449,-0.34296
9.3911e-006,0,-0.33623
1.4969e-005,0,-0.33892
1.2768e-005,0.0013449,-0.33892
1.101e-005,0.0013449,-0.34027
7.0511e-006,-0.0013449,-0.33623
-6.1205e-007,-0.0013449,-0.33623
2.6373e-006,0,-0.34699
1.101e-005,0,-0.3443
4.9773e-006,-0.0013449,-0.34565
2.6373e-006,-0.0013449,-0.34565
1.101e-005,0,-0.33623
7.7719e-006,0,-0.33758
9.3911e-006,0.0013449,-0.34027
4.9773e-006,0,-0.33758
1.6145e-005,0,-0.34161
2.2887e-005,-0.0013449,-0.33892
7.7719e-006,0,-0.3443
7.7719e-006,0,-0.34699
3.092e-006,0,-0.34699
1.0567e-005,0.0013449,-0.34968
9.3911e-006,0,-0.33758
1.101e-005,-0.0013449,-0.33623
7.7719e-006,-0.0013449,-0.33489
4.9773e-006,0,-0.33489
1.8928e-005,0,-0.33489
9.3911e-006,0.0013449,-0.34027
7.0511e-006,0.0013449,-0.34699
4.9773e-006,0,-0.34565
7.7719e-006,0,-0.35103
7.0511e-006,0.0013449,-0.35103
1.2768e-005,-0.0013449,-0.34027
-6.1205e-007,0,-0.34027
7.0511e-006,0,-0.32009
9.3911e-006,0,-0.32144
-6.1205e-007,0.0013449,-0.32413
1.101e-005,0.0013449,-0.32413
2.1826e-006,0,-0.32682
1.2768e-005,0.0013449,-0.33085
1.101e-005,0,-0.32682
1.8928e-005,0,-0.32951
6.0142e-006,0,-0.33892
2.6373e-006,-0.0013449,-0.33892
1.101e-005,-0.0013449,-0.33892
1.0567e-005,-0.0026899,-0.34027
9.3911e-006,0,-0.33758
7.0511e-006,0,-0.33892
4.9773e-006,-0.0013449,-0.34161
7.0511e-006,0,-0.34834
9.3911e-006,0.0013449,-0.34834
6.0142e-006,0,-0.34565
-5.5359e-006,-0.0013449,-0.33623
1.0567e-005,-0.0013449,-0.33758
9.3911e-006,0,-0.34296
1.0567e-005,0,-0.34161
-4.8262e-006,0,-0.34027
1.0567e-005,0.0013449,-0.33758
7.0511e-006,0,-0.28916
6.0142e-006,0.0013449,-0.29185
4.9773e-006,0,-0.2905
1.101e-005,0,-0.29319
1.0567e-005,0,-0.2784
1.4969e-005,-0.0013449,-0.27974
2.6373e-006,0,-0.2784
2.6373e-006,0,-0.28378
7.7719e-006,0,-0.27705
7.0511e-006,-0.0013449,-0.28243
1.0567e-005,0,-0.28916
7.0511e-006,0.0013449,-0.29185
6.0142e-006,0,-0.28916
1.3361e-005,-0.0013449,-0.28378
1.101e-005,0,-0.28109
2.1826e-006,0.0013449,-0.28378
7.0511e-006,0.0013449,-0.28243
2.6373e-006,0,-0.28243
9.3911e-006,-0.0013449,-0.27974
