-7.7711e-007,0,-0.7155
-7.7711e-007,0,-0.7155
-2.2203e-007,0,-0.70609
3.3702e-006,0,-0.68591
-1.5476e-006,0,-0.67784
-6.8781e-007,0,-0.65363
3.3702e-006,0,-0.64825
7.0953e-007,0,-0.65767
2.4833e-006,-0.0013449,-0.65767
1.1753e-006,-0.0013449,-0.63077
8.5311e-007,-0.0013449,-0.62942
1.5964e-006,0,-0.63346
-3.6436e-006,0,-0.6348
-1.0546e-006,0.0013449,-0.6348
2.4375e-007,-0.0013449,-0.62808
-7.7711e-007,0,-0.63346
2.4833e-006,0,-0.6348
2.4375e-007,0,-0.63211
1.1578e-006,-0.0013449,-0.60253
3.6924e-006,-0.0013449,-0.63615
-1.5476e-006,0.0013449,-0.63077
3.6924e-006,0,-0.62405
3.3702e-006,0,-0.63077
-2.2203e-007,-0.0013449,-0.62808
5.4843e-007,0,-0.62674
2.4833e-006,0,-0.63615
7.0953e-007,0,-0.63615
-1.0546e-006,-0.0013449,-0.63346
-2.5956e-006,-0.0013449,-0.6348
2.4375e-007,0,-0.63615
8.5311e-007,0,-0.63211
1.1753e-006,0,-0.62539
-4.0375e-006,-0.0013449,-0.62674
8.5311e-007,-0.0013449,-0.62942
8.5311e-007,0,-0.63077
-1.5476e-006,0.0013449,-0.63211
7.0953e-007,0,-0.62942
-1.0546e-006,0,-0.6348
2.4375e-007,0,-0.63749
-4.9957e-007,0.0013449,-0.61867
8.5311e-007,0,-0.62539
7.0953e-007,0,-0.63211
-7.7711e-007,0,-0.61194
-7.7711e-007,0,-0.62405
2.4375e-007,0,-0.62674
3.3702e-006,0,-0.60925
-2.5956e-006,0,-0.60925
2.4833e-006,0,-0.60656
2.4375e-007,0,-0.60656
-4.9957e-007,0,-0.60925
1.1578e-006,0,-0.63077
2.6444e-006,0,-0.6348
5.7438e-006,0,-0.63346
7.374e-006,0,-0.64422
1.1753e-006,0,-0.63346
2.4833e-006,0,-0.66439
-1.0546e-006,-0.0013449,-0.61732
1.6411e-006,-0.0013449,-0.62942
8.5311e-007,0,-0.68591
-7.7711e-007,0,-0.62942
5.5827e-006,0,-0.68457
5.4843e-007,-0.0013449,-0.67919
-2.2203e-007,-0.0013449,-0.68053
-1.0546e-006,0,-0.68053
8.5311e-007,0,-0.68591
1.1753e-006,0,-0.68322
4.1135e-006,-0.0013449,-0.6886
4.1135e-006,0,-0.68726
5.4843e-007,0,-0.68322
8.5311e-007,-0.0013449,-0.69264
1.1578e-006,0,-0.69129
-2.2203e-007,0,-0.6617
-4.9957e-007,-0.0013449,-0.68591
7.0953e-007,0,-0.68995
-7.7711e-007,0,-0.69129
-4.0375e-006,-0.0013449,-0.69533
7.0953e-007,-0.0013449,-0.69129
8.5311e-007,0,-0.68995
3.3702e-006,0,-0.69264
1.6411e-006,0,-0.7034
2.6444e-006,-0.0013449,-0.70474
8.5311e-007,0,-0.70743
7.0953e-007,0,-0.71012
5.4843e-007,-0.0013449,-0.69667
1.1578e-006,0,-0.69936
2.4375e-007,0,-0.70474
4.1135e-006,0.0013449,-0.70609
1.1753e-006,0,-0.7034
-4.9957e-007,-0.0013449,-0.7034
5.7438e-006,-0.0013449,-0.65632
2.5726e-006,0,-0.66036
7.374e-006,0,-0.66708
8.5311e-007,0,-0.66708
1.6411e-006,0,-0.66977
7.7951e-006,0,-0.66708
5.7438e-006,-0.0013449,-0.66574
1.1753e-006,0.0013449,-0.6617
2.4833e-006,0.0013449,-0.65901
-2.2203e-007,0,-0.65632
7.7951e-006,0,-0.65363
2.4375e-007,0,-0.65229
4.1135e-006,-0.0013449,-0.65363
3.6924e-006,-0.0013449,-0.65498
-1.5476e-006,0,-0.65229
3.3702e-006,0,-0.65498
2.1069e-006,-0.0013449,-0.65229
4.1135e-006,0,-0.65363
8.5311e-007,0.0013449,-0.65632
1.1753e-006,0,-0.65498
1.1578e-006,-0.0013449,-0.64556
2.4375e-007,-0.0013449,-0.64556
7.374e-006,0,-0.64556
3.0384e-006,0,-0.64018
3.3702e-006,0,-0.63884
2.1069e-006,-0.0013449,-0.63211
5.5827e-006,0,-0.62808
2.6444e-006,-0.0013449,-0.62136
5.4843e-007,0,-0.6227
5.5827e-006,-0.0013449,-0.62136
1.1753e-006,0,-0.61598
1.0008e-005,0.0013449,-0.60925
2.1069e-006,0.0013449,-0.63749
2.4833e-006,-0.0013449,-0.61329
5.7438e-006,0,-0.6106
2.4833e-006,-0.0013449,-0.60925
2.5726e-006,0,-0.60791
1.222e-005,0,-0.61598
3.6924e-006,0,-0.63077
7.0953e-007,0,-0.63346
1.222e-005,0,-0.63077
7.0953e-007,0,-0.63884
1.1578e-006,-0.0013449,-0.63749
2.4375e-007,0,-0.63211
3.6924e-006,-0.0013449,-0.64018
-7.7711e-007,0,-0.63211
5.4843e-007,-0.0013449,-0.62539
1.1578e-006,-0.0013449,-0.60522
8.5311e-007,0,-0.60522
8.5311e-007,0.0013449,-0.61194
5.7884e-006,0,-0.64422
5.5827e-006,0,-0.64825
7.0953e-007,-0.0013449,-0.65498
4.1135e-006,0,-0.61194
8.5311e-007,0,-0.6765
7.0953e-007,0.0013449,-0.62942
-1.0546e-006,0.0013449,-0.68188
-4.9957e-007,0,-0.68188
5.7438e-006,-0.0013449,-0.68053
-3.2671e-006,-0.0013449,-0.67515
-2.2203e-007,0,-0.63211
1.1753e-006,0,-0.67919
5.7884e-006,0,-0.67919
1.1578e-006,-0.0013449,-0.6765
2.6444e-006,0,-0.6106
3.3702e-006,0.0013449,-1.0114
5.4843e-007,0,-0.96162
-2.2203e-007,0,-1.0073
-4.0375e-006,0,-0.99793
-2.2203e-007,-0.0013449,-1.0127
-4.9957e-007,-0.0013449,-1.0127
1.1578e-006,-0.0013449,-1.0073
1.1753e-006,-0.0013449,-1.0073
2.4833e-006,0,-1.0611
2.4375e-007,0,-1.1001
-3.2671e-006,0,-1.0988
5.4843e-007,0,-1.0948
-2.2203e-007,0,-1.0961
8.5311e-007,0,-1.0961
2.4375e-007,0,-1.0934
2.4833e-006,0,-1.0948
-2.4073e-006,0,-1.1069
7.0953e-007,-0.0013449,-1.1042
-2.4073e-006,0,-1.1082
1.1578e-006,0.0013449,-1.1351
7.0953e-007,-0.0013449,-1.1096
-7.7711e-007,-0.0013449,-1.1028
2.4375e-007,-0.0013449,-1.1082
3.3702e-006,-0.0013449,-1.0948
-4.9957e-007,0,-1.0921
-2.2203e-007,0,-1.0894
1.1578e-006,0,-1.088
5.4843e-007,0,-1.0786
-2.2203e-007,0,-1.0733
5.7438e-006,-0.0013449,-0.74105
2.6444e-006,0,-0.73971
7.0953e-007,0,-0.73702
3.3702e-006,-0.0013449,-0.73567
1.5964e-006,-0.0013449,-0.73164
2.1069e-006,0,-0.73029
5.4843e-007,0,-0.73298
-2.2203e-007,0,-0.72626
2.4833e-006,0.0013449,-0.72895
1.5964e-006,0,-0.72491
1.1753e-006,0,-0.72626
1.1578e-006,-0.0013449,-0.71819
8.5311e-007,-0.0013449,-0.71953
-2.2203e-007,0,-0.71953
2.4833e-006,0,-0.72088
2.4833e-006,0,-0.72088
1.1753e-006,0,-0.72222
-5.4795e-006,-0.0013449,-0.71281
8.5311e-007,0,-0.71147
-4.0375e-006,0,-0.70743
1.5964e-006,-0.0013449,-0.70609
1.1753e-006,-0.0013449,-0.70743
5.7438e-006,0,-0.70205
-4.0375e-006,0,-0.70878
1.1753e-006,0,-0.70743
3.3702e-006,0,-0.71012
-1.0546e-006,-0.0013449,-0.71147
-2.2203e-007,0,-0.72491
4.1135e-006,0.0013449,-0.73433
2.4833e-006,0,-0.73433
-2.2203e-007,-0.0013449,-0.73567
-2.2203e-007,0,-0.73971
-2.2203e-007,0,-0.73836
-6.8781e-007,0,-0.73433
1.1578e-006,-0.0013449,-0.73298
5.4843e-007,0,-0.73971
1.1753e-006,0,-0.74509
7.7951e-006,-0.0013449,-0.75047
-7.7711e-007,0,-0.75585
-6.8781e-007,-0.0013449,-0.7545
-2.4073e-006,0,-0.76257
7.7951e-006,0,-0.72626
2.4375e-007,0,-0.70878
1.6411e-006,0,-0.75181
-2.2203e-007,-0.0013449,-0.75719
-4.9957e-007,0,-0.70878
-1.0546e-006,0,-0.75854
7.0953e-007,-0.0013449,-0.75047
2.4375e-007,0,-0.75719
-1.0546e-006,-0.0013449,-0.75316
-4.9957e-007,0,-0.75585
-1.6194e-006,0,-0.70609
8.5311e-007,0,-0.75316
2.4833e-006,0,-0.75719
7.0953e-007,-0.0013449,-0.71012
-7.7711e-007,0,-0.75719
3.3702e-006,0,-0.75854
-7.7711e-007,0,-0.76123
5.7438e-006,0,-0.76123
-2.2203e-007,0,-0.76257
2.6444e-006,-0.0013449,-0.7545
2.4833e-006,-0.0013449,-0.76392
1.6411e-006,-0.0013449,-0.77064
4.1135e-006,-0.0013449,-0.76526
5.5827e-006,-0.0013449,-0.76795
7.0953e-007,-0.0013449,-0.76795
8.5311e-007,0,-0.78275
4.1135e-006,0,-0.77871
7.0953e-007,0,-0.77737
2.4833e-006,0,-0.76526
-1.5476e-006,0,-0.76526
2.4833e-006,0,-0.76392
-2.2203e-007,0.0013449,-0.76661
5.4843e-007,0,-0.75854
-7.7711e-007,0,-0.75988
-6.8781e-007,-0.0013449,-0.75854
5.4843e-007,-0.0013449,-0.71012
-7.7711e-007,-0.0013449,-0.71012
2.4375e-007,0,-0.71147
-4.9957e-007,0,-0.70743
3.3702e-006,0,-0.70878
7.0953e-007,0,-0.71012
-4.0375e-006,0,-0.70878
1.1753e-006,0,-0.71012
3.3702e-006,-0.0013449,-0.70878
1.5964e-006,0,-0.70609
1.1753e-006,-0.0013449,-0.69802
-2.4073e-006,-0.0013449,-0.70071
2.6444e-006,-0.0013449,-0.70205
1.1753e-006,-0.0013449,-0.69802
-1.0546e-006,-0.0013449,-0.69802
1.1753e-006,0,-0.69802
-2.2203e-007,0,-0.70474
-3.2671e-006,0,-0.71012
4.7404e-006,0,-0.70474
1.5964e-006,0,-0.7276
1.6411e-006,0,-0.72491
7.7951e-006,0,-0.72491
-1.0546e-006,0,-0.72222
7.0953e-007,0,-0.71953
1.1578e-006,0,-0.71819
-1.5476e-006,0,-0.71685
7.0953e-007,0,-0.71685
3.3702e-006,0,-0.72088
5.4843e-007,0,-0.71685
2.4375e-007,0,-0.7155
3.3702e-006,0,-0.71953
-2.2203e-007,0,-0.72357
-4.9957e-007,-0.0013449,-0.71819
1.6411e-006,-0.0013449,-0.72222
-1.0546e-006,-0.0013449,-0.72088
-1.5476e-006,-0.0013449,-0.71685
1.1753e-006,0,-0.71281
-7.7711e-007,0,-0.71012
2.4375e-007,0,-0.71147
8.5311e-007,0,-0.70878
8.5311e-007,0.0013449,-0.70878
2.4375e-007,-0.0013449,-0.70878
